Tempo;CasADi_Pwh_Bar;Linear_Pwh_Bar
81;2193,30627414708;142,01933289939865
82;2195,1062738262776;141,9964992309335
83;2196,9062735053435;141,97314134001076
84;2198,706273184277;141,94926098696843
85;2200,50627286308;141,92485993520836
86;2202,3062725417517;141,89993995116154
87;2204,1062722202914;141,87450280425358
88;2205,9062718987;141,8485502668702
89;2207,706271576978;141,82208411432288
90;2209,5062712551244;141,79510612481442
91;2211,30627093314;141,76761807940443
92;2213,106270611024;141,73962176197534
93;2214,9062702887773;141,71111895919796
94;2216,7062699663993;141,6821114604973
95;2218,506269643891;141,65260105801855
96;2220,3062693212523;141,62258954659268
97;2222,1062689984815;141,59207872370285
98;2223,90626867558;141,5610703894501
99;2225,706268352549;141,52956634651946
100;2227,5062680293872;141,49756840014615
101;2229,3062677060943;141,46507835808168
102;2231,106267382671;141,4320980305602
103;2232,906267059117;141,39862923026456
104;2234,706266735432;141,3646737722929
105;2236,5062664116176;141,3302334741247
106;2238,3062660876735;141,29531015558766
107;2240,1062657635985;141,2599056388238
