Pai;Pwh;Pwi;Pwb;wiv;wro;wpc;wpg;wpo;wrg
7460776.004289566;2966998.56569655;7457204.074976271;12362204.074976271;0.5460522316585862;13.353464139750557;10.62441155016996;0.8194552588631329;9.804956291306826;0.13353464139750557
7463515.85624822;2966828.6692923033;7459938.322253013;12364938.322253013;0.5465808004858127;13.346541477689877;10.626913117526684;0.8188372866877242;9.808075830838959;0.13346541477689877
7466253.483779245;2966664.141986929;7462670.285338097;12367670.285338096;0.5471136538591151;13.339621010776305;10.629433361849413;0.8182249825880774;9.811208379261336;0.13339621010776306
7468988.868947792;2966504.976248553;7465399.946331179;12370399.946331179;0.5476507806100189;13.33270278780759;10.631972277834695;0.8176183313023019;9.814353946532393;0.1333270278780759
7471721.993865798;2966351.1645537694;7468127.287377588;12373127.287377588;0.5481921695837783;13.325786857565861;10.63452985977667;0.8170173176521269;9.817512542124543;0.1332578685756586
7474452.840691926;2966202.699387253;7470852.290668294;12375852.290668294;0.5487378096386086;13.318873268817574;10.637106101566067;0.8164219265422521;9.820684175023816;0.13318873268817574
7477181.391631517;2966059.573241392;7473574.938439875;12378574.938439876;0.5492876896449898;13.311962070313466;10.639700996689326;0.8158321429597113;9.823868853729614;0.13311962070313466
7479907.628936531;2965921.7786159096;7476295.212974482;12381295.212974481;0.5498417984851048;13.305053310788537;10.642314538227634;0.8152479519732311;9.827066586254404;0.13305053310788537
7482631.5349055;2965789.308017483;7479013.096599804;12384013.096599804;0.5504001250524196;13.298147038961977;10.644946718856009;0.8146693387325975;9.830277380123412;0.13298147038961977
7485353.091883493;2965662.1539593744;7481728.571689043;12386728.571689043;0.5509626582520376;13.291243303537133;10.647597530842411;0.8140962884680247;9.833501242374385;0.13291243303537134
7488072.282262053;2965540.3089610566;7484441.620660869;12389441.62066087;0.5515293870000556;13.284342153201461;10.650266966046846;0.8135287864895324;9.836738179557313;0.13284342153201462
7490789.0884791585;2965423.7655478455;7487152.225979415;12392152.225979414;0.5521003002217886;13.277443636626426;10.652955015920531;0.8129668181863204;9.839988197734211;0.13277443636626426
7493503.493019192;2965312.5162505284;7489860.370154238;12394860.37015424;0.5526753868532439;13.27054780246744;10.655661671505037;0.8124103690261539;9.843251302478883;0.13270547802467442
7496215.478412881;2965206.553604992;7492566.0357402945;12397566.035740294;0.5532546358396214;13.263654699363826;10.658386923431419;0.8118594245547426;9.846527498876677;0.13263654699363828
7498925.027237274;2965105.87015186;7495269.205337923;12400269.205337923;0.5538380361350832;13.256764375938662;10.661130761919457;0.8113139703951365;9.849816791524322;0.13256764375938662
7501632.122115699;2965010.458436127;7497969.861592817;12402969.861592818;0.5544255767028726;13.249876880798759;10.663893176776828;0.8107739922471159;9.853119184529712;0.13249876880798758
7504336.745717723;2964920.311006788;7500667.987196012;12405667.987196013;0.5550172465140195;13.24299226253453;10.666674157398313;0.8102394758865856;9.856434681511729;0.1324299226253453
7507038.880759125;2964835.420416481;7503363.564883858;12408363.564883858;0.5556130345480863;13.236110569719912;10.669473692765042;0.8097104071649786;9.859763285600064;0.1323611056971991
7509738.510001859;2964755.779221124;7506056.577438015;12411056.577438015;0.5562129297915868;13.22923185091221;10.672291771443762;0.8091867720086582;9.863104999435103;0.1322923185091221
7512435.616254027;2964681.3799795527;7508747.007685429;12413747.00768543;0.5568169212384435;13.222356154652047;10.675128381586086;0.8086685564183252;9.866459825167762;0.13222356154652048
7515130.182369848;2964612.215253162;7511434.838498324;12416434.838498324;0.5574249978893873;13.215483529463205;10.677983510927792;0.8081557464684309;9.86982776445936;0.13215483529463204
7517822.191249622;2964548.277605548;7514120.052794183;12419120.052794183;0.5580371487511417;13.20861402385251;10.680857146788101;0.8076483283065871;9.873208818481514;0.1320861402385251
7520511.625839725;2964489.559602149;7516802.633535742;12421802.633535743;0.5586533628372937;13.201747686309709;10.683749276069024;0.8071462881529874;9.876602987916037;0.1320174768630971
7523198.469132566;2964436.0538098966;7519482.563730992;12424482.563730992;0.5592736291659273;13.194884565307303;10.68665988525472;0.8066496122998303;9.88001027295489;0.13194884565307302
7525882.704166567;2964387.7527968516;7522159.8264331445;12427159.826433145;0.5598979367615399;13.188024709300457;10.689588960410779;0.8061582871107372;9.88343067330004;0.13188024709300458
7528564.314026147;2964344.6491318587;7524834.404740649;12429834.40474065;0.5605262746528853;13.181168166726803;10.69253648718366;0.8056722990201867;9.886864188163472;0.13181168166726803
